operator,inout_travelling,network_type,rating,calldrop_category,latitude,longitude,state_name,month,has_valid_coordinates,has_valid_state,network_type_known
VI,Outdoor,4G,5,Satisfactory,19.07187996,72.99774898,Maharashtra,April,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.0712231,72.9967373,Maharashtra,April,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.07074115,72.99723258,Maharashtra,April,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,30.11060825,78.29445909,Uttarakhand,April,True,True,True
RJio,Travelling,4G,3,Satisfactory,16.72520501,75.06558479,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251788,75.0655887,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251801,75.0655868,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251834,75.0654412,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251782,75.0655801,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251823,75.0655909,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251859,75.0655797,Karnataka,April,True,True,True
RJio,Travelling,4G,3,Satisfactory,16.7251848,75.0655871,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.730005,75.0677042,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251844,75.0655883,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251845,75.0655881,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.725187,75.0655613,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,15.8618284,74.5212435,Karnataka,April,True,True,True
RJio,Indoor,4G,3,Poor Voice Quality,16.7251702,75.0655911,Karnataka,April,True,True,True
BSNL,Outdoor,3G,3,Satisfactory,22.6554418,88.3595308,West Bengal,April,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06932746,72.99621617,Maharashtra,April,True,True,False
VI,Indoor,Unknown,1,Poor Voice Quality,19.06932746,72.99621617,Maharashtra,April,True,True,False
BSNL,Outdoor,3G,3,Satisfactory,22.58799791,88.36709261,West Bengal,April,True,True,True
BSNL,Outdoor,3G,4,Satisfactory,22.58500119,88.36668555,West Bengal,April,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.06542876,73.00274012,Maharashtra,April,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.07043319,72.99748935,Maharashtra,April,True,True,False
BSNL,Indoor,3G,4,Satisfactory,22.58500119,88.36668555,West Bengal,April,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.115503,78.281945,Uttarakhand,April,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95659393,77.48974137,Karnataka,April,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.90439457,75.7998772,Rajasthan,April,True,True,True
RJio,Indoor,Unknown,1,Poor Voice Quality,30.115503,78.281945,Uttarakhand,April,True,True,False
RJio,Outdoor,4G,3,Satisfactory,30.11545782,78.28188131,Uttarakhand,April,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,30.11545782,78.28188131,Uttarakhand,April,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,30.11545782,78.28188131,Uttarakhand,April,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11545782,78.28188131,Uttarakhand,April,True,True,True
RJio,Outdoor,4G,1,Call Dropped,26.90439457,75.7998772,Rajasthan,April,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1155489,78.2817724,Uttarakhand,April,True,True,True
Airtel,Indoor,4G,1,Poor Voice Quality,10.78827247,76.0475963,Kerala,April,True,True,True
Airtel,Indoor,4G,4,Satisfactory,10.78832146,76.04786779,Kerala,April,True,True,True
Airtel,Indoor,4G,2,Poor Voice Quality,16.48201184,81.15151692,Andhra Pradesh,April,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.07110337,72.99658421,Maharashtra,April,True,True,False
RJio,Indoor,Unknown,3,Satisfactory,30.1155451,78.2817791,Uttarakhand,April,True,True,False
RJio,Travelling,4G,5,Satisfactory,23.0327388,79.01734633,Madhya Pradesh,April,True,True,True
BSNL,Travelling,4G,5,Satisfactory,26.83212477,80.95094048,Uttar Pradesh,April,True,True,True
BSNL,Travelling,Unknown,5,Satisfactory,26.83191766,80.95057125,Uttar Pradesh,April,True,True,False
VI,Indoor,Unknown,5,Satisfactory,19.06835624,73.0022052,Maharashtra,April,True,True,False
Airtel,Indoor,4G,4,Satisfactory,10.80096045,76.23081707,Kerala,April,True,True,True
VI,Travelling,3G,1,Call Dropped,23.3402305,73.5383231,Gujarat,April,True,True,True
VI,Travelling,4G,1,Call Dropped,23.28296634,73.58849713,Gujarat,April,True,True,True
VI,Travelling,4G,1,Poor Voice Quality,25.61050711,74.59580629,Rajasthan,April,True,True,True
BSNL,Travelling,3G,5,Satisfactory,11.73596443,79.0168929,Tamil Nadu,April,True,True,True
VI,Outdoor,4G,2,Poor Voice Quality,25.83784752,74.61676308,Rajasthan,April,True,True,True
VI,Travelling,4G,1,Call Dropped,25.83784752,74.61676308,Rajasthan,April,True,True,True
VI,Indoor,Unknown,5,Satisfactory,19.07153495,72.9967625,Maharashtra,April,True,True,False
RJio,Outdoor,Unknown,1,Poor Voice Quality,30.10832501,78.29317484,Uttarakhand,April,True,True,False
RJio,Outdoor,4G,3,Satisfactory,30.10832501,78.29317484,Uttarakhand,April,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10832501,78.29317484,Uttarakhand,April,True,True,True
VI,Indoor,Unknown,5,Satisfactory,19.1467935,72.93446884,Maharashtra,April,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.1085937,78.29354401,Uttarakhand,April,True,True,True
BSNL,Travelling,4G,5,Satisfactory,26.8321292,80.95076156,Uttar Pradesh,April,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.90863238,75.8029407,Rajasthan,April,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.07161425,72.99670466,Maharashtra,April,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.07161132,72.99671149,Maharashtra,April,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.0693078,72.9998045,Maharashtra,April,True,True,False
RJio,Indoor,Unknown,2,Poor Voice Quality,30.1085937,78.29354401,Uttarakhand,April,True,True,False
BSNL,Travelling,Unknown,5,Satisfactory,26.91501061,81.00773907,Uttar Pradesh,April,True,True,False
RJio,Indoor,4G,4,Satisfactory,26.9144322,75.7989054,Rajasthan,April,True,True,True
RJio,Outdoor,4G,4,Satisfactory,26.89044017,75.81028719,Rajasthan,April,True,True,True
RJio,Outdoor,4G,3,Satisfactory,30.1085937,78.29354401,Uttarakhand,April,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.0666701,72.99808033,Maharashtra,April,True,True,False
BSNL,Travelling,4G,5,Satisfactory,26.91501061,81.00773907,Uttar Pradesh,April,True,True,True
BSNL,Travelling,Unknown,5,Satisfactory,26.87282447,80.99163036,Uttar Pradesh,April,True,True,False
RJio,Travelling,4G,4,Satisfactory,26.89044017,75.81028719,Rajasthan,April,True,True,True
RJio,Travelling,4G,5,Satisfactory,23.03270867,79.01737156,Madhya Pradesh,April,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11537845,78.28193691,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.11537845,78.28193691,Uttarakhand,May,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,30.11537845,78.28193691,Uttarakhand,May,True,True,True
BSNL,Travelling,3G,5,Satisfactory,26.87282447,80.99163036,Uttar Pradesh,May,True,True,True
VI,Travelling,4G,5,Satisfactory,16.4880254,80.5044757,Andhra Pradesh,May,True,True,True
VI,Outdoor,Unknown,1,Call Dropped,19.07128183,72.99646102,Maharashtra,May,True,True,False
VI,Outdoor,4G,1,Poor Voice Quality,20.380431,72.90798587,Gujarat,May,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.05027118,72.9344875,Maharashtra,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.10490757,78.28756952,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.1158489,78.2814468,Uttarakhand,May,True,True,False
VI,Outdoor,Unknown,1,Call Dropped,19.13608822,72.8521168,Maharashtra,May,True,True,False
RJio,Indoor,Unknown,3,Satisfactory,30.10490757,78.28756952,Uttarakhand,May,True,True,False
RJio,Indoor,4G,2,Poor Voice Quality,30.10490757,78.28756952,Uttarakhand,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,30.10490757,78.28756952,Uttarakhand,May,True,True,True
Airtel,Indoor,Unknown,5,Satisfactory,13.0967269,80.2825248,Tamil Nadu,May,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.0654075,73.00268632,Maharashtra,May,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.06539459,73.00267607,Maharashtra,May,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.06577906,73.00284952,Maharashtra,May,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.06552603,73.00291606,Maharashtra,May,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.0721147,72.9973266,Maharashtra,May,True,True,False
VI,Outdoor,Unknown,5,Satisfactory,19.0717698,72.9967229,Maharashtra,May,True,True,False
RJio,Outdoor,4G,2,Poor Voice Quality,30.1048094,78.2876505,Uttarakhand,May,True,True,True
VI,Outdoor,4G,4,Satisfactory,19.1002256,72.8448654,Maharashtra,May,True,True,True
VI,Outdoor,Unknown,5,Satisfactory,19.0719311,72.99728124,Maharashtra,May,True,True,False
VI,Outdoor,Unknown,4,Satisfactory,18.52766292,73.87244782,Maharashtra,May,True,True,False
RJio,Indoor,Unknown,3,Satisfactory,30.115587,78.2818036,Uttarakhand,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.1155004,78.2819529,Uttarakhand,May,True,True,True
RJio,Outdoor,Unknown,3,Satisfactory,30.10781563,78.29723009,Uttarakhand,May,True,True,False
VI,Indoor,Unknown,4,Satisfactory,18.57919239,73.77556773,Maharashtra,May,True,True,False
RJio,Indoor,4G,2,Poor Voice Quality,30.1047978,78.2876635,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.1150066,78.3025995,Uttarakhand,May,True,True,False
Airtel,Indoor,Unknown,5,Satisfactory,13.09668948,80.28253879,Tamil Nadu,May,True,True,False
RJio,Indoor,Unknown,3,Satisfactory,30.1048137,78.2876607,Uttarakhand,May,True,True,False
RJio,Outdoor,4G,3,Satisfactory,30.1048137,78.2876607,Uttarakhand,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.90385197,75.80352576,Rajasthan,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.89010657,75.80844141,Rajasthan,May,True,True,True
RJio,Outdoor,Unknown,3,Satisfactory,30.1101968,78.2926368,Uttarakhand,May,True,True,False
VI,Indoor,Unknown,1,Call Dropped,18.578982,73.7755473,Maharashtra,May,True,True,False
RJio,Indoor,4G,5,Satisfactory,12.95656896,77.48965509,Karnataka,May,True,True,True
RJio,Outdoor,4G,3,Satisfactory,30.1175838,78.2798261,Uttarakhand,May,True,True,True
RJio,Outdoor,4G,2,Poor Voice Quality,30.11064552,78.2970711,Uttarakhand,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1048976,78.28760156,Uttarakhand,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.8901925,75.8085317,Rajasthan,May,True,True,True
VI,Outdoor,4G,5,Satisfactory,18.45831005,73.78441363,Maharashtra,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95649797,77.48962846,Karnataka,May,True,True,True
RJio,Outdoor,4G,3,Satisfactory,30.10677031,78.28923814,Uttarakhand,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11555457,78.28178272,Uttarakhand,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1048147,78.2876454,Uttarakhand,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1048145,78.2876496,Uttarakhand,May,True,True,True
VI,Travelling,Unknown,4,Satisfactory,18.50133304,73.85816505,Maharashtra,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.10469711,78.28759234,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10469711,78.28759234,Uttarakhand,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.1048145,78.2876476,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10480199,78.28765152,Uttarakhand,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.10581467,78.29764394,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.1155675,78.2817747,Uttarakhand,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.1155657,78.2817657,Uttarakhand,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,19.23044508,72.84490133,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.23044508,72.84490133,Maharashtra,May,True,True,True
Airtel,Indoor,4G,2,Poor Voice Quality,19.22055775,72.8428746,Maharashtra,May,True,True,True
Airtel,Indoor,4G,1,Poor Voice Quality,19.22055775,72.8428746,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.104804,78.28760258,Uttarakhand,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95638561,77.48960064,Karnataka,May,True,True,True
RJio,Outdoor,4G,4,Satisfactory,18.60822667,73.82050833,Maharashtra,May,True,True,True
BSNL,Indoor,3G,4,Satisfactory,22.65627309,88.36226228,West Bengal,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.23044508,72.84490133,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.21971503,72.84213957,Maharashtra,May,True,True,True
RJio,Travelling,4G,1,Call Dropped,19.21971503,72.84213957,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Call Dropped,19.2204919,72.8427528,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2196811,72.8443474,Maharashtra,May,True,True,True
RJio,Indoor,Unknown,5,Satisfactory,19.94913667,85.80283,Odisha,May,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,19.2206265,72.842845,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205826,72.8428458,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2213006,72.8425011,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2205116,72.8427667,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11556111,78.28176756,Uttarakhand,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2204706,72.845086,Maharashtra,May,True,True,True
VI,Indoor,Unknown,1,Poor Voice Quality,21.10883643,79.06931098,Maharashtra,May,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,19.2204706,72.845086,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205189,72.8427781,Maharashtra,May,True,True,True
Airtel,Indoor,4G,1,Poor Voice Quality,19.22043483,72.84290721,Maharashtra,May,True,True,True
Airtel,Indoor,4G,2,Poor Voice Quality,19.22043483,72.84290721,Maharashtra,May,True,True,True
Airtel,Outdoor,4G,1,Poor Voice Quality,19.2206149,72.8428621,Maharashtra,May,True,True,True
Airtel,Outdoor,4G,1,Poor Voice Quality,19.22043483,72.84290721,Maharashtra,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95656434,77.48964909,Karnataka,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95659928,77.48975583,Karnataka,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.220626,72.8428451,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2206251,72.8428442,Maharashtra,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10487146,78.28721679,Uttarakhand,May,True,True,False
RJio,Indoor,4G,4,Satisfactory,26.8902417,75.8085602,Rajasthan,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,19.21963233,72.84252091,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,19.2160781,72.84093816,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10487146,78.28721679,Uttarakhand,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205825,72.8428458,Maharashtra,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.9685572,77.5052384,Karnataka,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2206255,72.842845,Maharashtra,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,19.24658574,72.84547236,Maharashtra,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95663119,77.48969448,Karnataka,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.24658574,72.84547236,Maharashtra,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10467142,78.287338,Uttarakhand,May,True,True,False
RJio,Indoor,4G,2,Poor Voice Quality,19.24658574,72.84547236,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11322112,78.295127,Uttarakhand,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.22253713,72.84288191,Maharashtra,May,True,True,True
RJio,Outdoor,4G,2,Poor Voice Quality,19.26948534,72.87853503,Maharashtra,May,True,True,True
RJio,Outdoor,4G,2,Poor Voice Quality,19.27641563,72.88416095,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1047934,78.2876534,Uttarakhand,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10749402,78.29140486,Uttarakhand,May,True,True,True
RJio,Outdoor,4G,2,Poor Voice Quality,19.27036808,72.87214071,Maharashtra,May,True,True,True
RJio,Outdoor,4G,5,Satisfactory,12.95648626,77.48968901,Karnataka,May,True,True,True
RJio,Outdoor,4G,2,Call Dropped,12.95648626,77.48968901,Karnataka,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95648626,77.48968901,Karnataka,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10732864,78.28915973,Uttarakhand,May,True,True,False
RJio,Indoor,4G,2,Poor Voice Quality,19.21962145,72.84142002,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Call Dropped,19.21962145,72.84142002,Maharashtra,May,True,True,True
RJio,Outdoor,4G,1,Poor Voice Quality,19.21962145,72.84142002,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2204937,72.8427532,Maharashtra,May,True,True,True
Airtel,Indoor,2G,1,Poor Voice Quality,12.9020512,77.6961124,Karnataka,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2201113,72.845086,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11540562,78.28176814,Uttarakhand,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.22060355,72.84210659,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,30.11540562,78.28176814,Uttarakhand,May,True,True,True
RJio,Outdoor,4G,5,Satisfactory,31.2800205,74.856744,Punjab,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,31.2800205,74.856744,Punjab,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.22060355,72.84210659,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11020713,78.29524491,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.11020713,78.29524491,Uttarakhand,May,True,True,False
RJio,Indoor,Unknown,3,Satisfactory,30.10491482,78.28771542,Uttarakhand,May,True,True,False
RJio,Indoor,4G,1,Call Dropped,19.22060355,72.84210659,Maharashtra,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.8902142,75.8085653,Rajasthan,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.11072822,78.29554807,Uttarakhand,May,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,30.11072822,78.29554807,Uttarakhand,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.8902394,75.8085573,Rajasthan,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.86958696,75.77252646,Rajasthan,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11072822,78.29554807,Uttarakhand,May,True,True,True
BSNL,Indoor,3G,4,Satisfactory,22.6554511,88.3595376,West Bengal,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2206337,72.8429263,Maharashtra,May,True,True,True
Airtel,Travelling,2G,1,Poor Voice Quality,16.48223253,81.15195345,Andhra Pradesh,May,True,True,True
Airtel,Indoor,4G,1,Poor Voice Quality,16.4822471,81.15197396,Andhra Pradesh,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.21388115,72.82892102,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.21388115,72.82892102,Maharashtra,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95656662,77.48965911,Karnataka,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95670937,77.48971378,Karnataka,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95655241,77.48954522,Karnataka,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95651178,77.48965743,Karnataka,May,True,True,True
RJio,Outdoor,4G,5,Satisfactory,12.95651178,77.48965743,Karnataka,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,13.05219476,77.5550223,Karnataka,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.1049093,78.28772258,Uttarakhand,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.6957784,72.7682685,Maharashtra,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.1099307,78.29553452,Uttarakhand,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.10475532,78.28748459,Uttarakhand,May,True,True,True
VI,Indoor,4G,4,Satisfactory,21.12305151,79.0679885,Maharashtra,May,True,True,True
BSNL,Indoor,3G,4,Satisfactory,22.6554647,88.3595455,West Bengal,May,True,True,True
RJio,Outdoor,4G,4,Satisfactory,26.89529421,75.80777521,Rajasthan,May,True,True,True
RJio,Travelling,4G,4,Satisfactory,26.89529421,75.80777521,Rajasthan,May,True,True,True
RJio,Travelling,4G,5,Satisfactory,28.56146601,77.18541807,NCT,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.1155612,78.2819151,Uttarakhand,May,True,True,False
RJio,Indoor,4G,3,Satisfactory,30.11554547,78.28176668,Uttarakhand,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.22058,72.842842,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10477619,78.28756556,Uttarakhand,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.9566302,77.489641,Karnataka,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.89529421,75.80777521,Rajasthan,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205336,72.8428585,Maharashtra,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10477619,78.28756556,Uttarakhand,May,True,True,False
RJio,Indoor,4G,2,Poor Voice Quality,19.2205095,72.8427665,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205139,72.8427614,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2205149,72.8427648,Maharashtra,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11208228,78.28739907,Uttarakhand,May,True,True,True
RJio,Outdoor,4G,3,Satisfactory,30.11208228,78.28739907,Uttarakhand,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205782,72.8428364,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2205134,72.8427679,Maharashtra,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.10475798,78.28770361,Uttarakhand,May,True,True,False
RJio,Indoor,4G,1,Poor Voice Quality,19.2205796,72.8428422,Maharashtra,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,23.02451096,72.46551882,Gujarat,May,True,True,True
RJio,Indoor,4G,1,Call Dropped,19.2195039,72.8425011,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2195039,72.8425011,Maharashtra,May,True,True,True
RJio,Outdoor,4G,3,Satisfactory,26.89548364,75.82088233,Rajasthan,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2204985,72.8427596,Maharashtra,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.89548364,75.82088233,Rajasthan,May,True,True,True
RJio,Indoor,Unknown,2,Poor Voice Quality,30.10483038,78.28765974,Uttarakhand,May,True,True,False
RJio,Indoor,4G,2,Poor Voice Quality,19.2204933,72.8427568,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2129831,72.8421509,Maharashtra,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.8901797,75.8085228,Rajasthan,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.11644887,78.28077513,Uttarakhand,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.11644887,78.28077513,Uttarakhand,May,True,True,False
RJio,Outdoor,4G,1,Poor Voice Quality,19.2204948,72.8427587,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2216599,72.8425011,Maharashtra,May,True,True,True
Airtel,Indoor,4G,1,Call Dropped,19.2206363,72.8428607,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,14.39915984,77.70563482,Andhra Pradesh,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205313,72.8428547,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.18752225,72.96197545,Maharashtra,May,True,True,True
VI,Indoor,4G,5,Satisfactory,17.52758208,76.20341641,Maharashtra,May,True,True,True
RJio,Indoor,4G,5,Satisfactory,12.95656008,77.48968487,Karnataka,May,True,True,True
RJio,Travelling,4G,2,Poor Voice Quality,19.2213006,72.8425011,Maharashtra,May,True,True,True
RJio,Indoor,4G,4,Satisfactory,26.8900173,75.8080949,Rajasthan,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,22.80442743,75.904097,Madhya Pradesh,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,22.8040377,75.9051308,Madhya Pradesh,May,True,True,True
RJio,Indoor,4G,3,Call Dropped,22.8043217,75.9032422,Madhya Pradesh,May,True,True,True
RJio,Outdoor,4G,1,Poor Voice Quality,22.7504103,75.8687062,Madhya Pradesh,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2204985,72.8427596,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2205793,72.8428415,Maharashtra,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2195039,72.8425011,Maharashtra,May,True,True,True
RJio,Travelling,4G,3,Satisfactory,34.20449,74.50906667,Kashmir,May,True,True,True
RJio,Indoor,4G,3,Satisfactory,30.10484124,78.28765995,Uttarakhand,May,True,True,True
RJio,Indoor,4G,2,Poor Voice Quality,19.2206419,72.8428672,Maharashtra,May,True,True,True
RJio,Indoor,4G,1,Poor Voice Quality,19.2205031,72.8427602,Maharashtra,May,True,True,True
RJio,Indoor,Unknown,3,Satisfactory,30.1156667,78.2817354,Uttarakhand,May,True,True,False
